,Sa2,Year,regionName,score,bonus_collab,core_bonus_score_ratio
0,213051361,2017,Hoppers Crossing - North,82,0,0
0,203021040,2017,Geelong West - Hamlyn Heights,82,0,0
0,119041381,2017,Rockdale - Banksia,82,1,0.012195122
0,102011031,2017,Erina - Green Point,81,0,0
0,506011114,2017,Kelmscott,81,0,0
0,316031425,2017,Coolum Beach,81,0,0
0,202011018,2017,Bendigo,81,0,0
0,501011002,2017,Busselton,81,0,0
0,305031122,2017,Clayfield,81,0,0
0,211051284,2017,Upwey - Tecoma,81,0,0
0,123031447,2017,Picton - Tahmoor - Buxton,81,4,0.049382716
0,211051276,2017,Healesville - Yarra Glen,81,0,0
0,111031233,2017,Wallsend - Elermore Vale,80,0,0
0,112031250,2017,Kingscliff - Fingal Head,80,0,0
0,211051281,2017,Mooroolbark,80,0,0
0,801031030,2017,ACT - East,80,0,0
0,309051243,2017,Currumbin Valley - Tallebudgera,80,0,0
0,801051050,2017,Ainslie,80,3,0.0375
0,111031227,2017,Mayfield - Warabrook,79,1,0.012658228
0,508051210,2017,Geraldton,79,0,0
0,401041015,2017,Paradise - Newton,79,0,0
0,119011357,2017,Greenacre - Mount Lewis,79,1,0.012658228
0,210051244,2017,Craigieburn - Mickleham,79,16,0.202531646
0,313051381,2017,Scarborough - Newport,79,0,0
0,309011228,2017,Mermaid Waters,79,0,0
0,801051049,2017,Acton,79,29,0.367088608
0,120031393,2017,Croydon Park - Enfield,78,0,0
0,213021341,2017,Altona,78,0,0
0,309031236,2017,Biggera Waters,78,0,0
0,401061022,2017,Walkerville,78,0,0
0,303011049,2017,Carina,78,0,0
0,309071256,2017,Oxenford - Maudsland,78,0,0
0,404011090,2017,Beverley,78,6,0.076923077
0,402031038,2017,Windsor Gardens,78,0,0
0,125021478,2017,Oatlands - Dundas Valley,78,0,0
0,107041148,2017,Thirroul - Austinmer - Coalcliff,78,0,0
0,210031239,2017,Pascoe Vale,78,0,0
0,301011002,2017,Belmont - Gumdale,77,7,0.090909091
0,124041466,2017,Richmond - Clarendon,77,0,0
0,211051275,2017,Chirnside Park,77,0,0
0,504011046,2017,Maylands,77,9,0.116883117
0,205041097,2017,Traralgon,77,0,0
0,205011079,2017,Warragul,77,0,0
0,115011296,2017,West Pennant Hills,76,0,0
0,504011048,2017,Noranda,76,0,0
0,311051324,2017,Cornubia - Carbrook,76,0,0
0,503011033,2017,Floreat,76,0,0
0,203021042,2017,Highton,76,11,0.144736842
0,106011112,2017,Singleton,76,0,0
0,107011130,2017,Berkeley - Warrawong - Windang,76,0,0
0,401051018,2017,Payneham - Felixstow,76,0,0
0,301031021,2017,Wynnum West - Hemmant,76,2,0.026315789
0,313041375,2017,Narangba,76,0,0
0,108041164,2017,Port Macquarie - West,76,0,0
0,111031225,2017,Lambton - New Lambton,75,0,0
0,209031215,2017,Wattle Glen - Diamond Creek,75,1,0.013333333
0,305021115,2017,East Brisbane,75,0,0
0,302021031,2017,Kedron - Gordon Park,75,0,0
0,404011097,2017,Woodville - Cheltenham,75,0,0
0,101021009,2017,Queanbeyan,75,0,0
0,111011214,2017,Warners Bay - Boolaroo,75,0,0
0,505011080,2017,Ocean Reef,75,0,0
0,114011278,2017,Nowra,75,2,0.026666667
0,801051053,2017,Civic,75,0,0
0,120031396,2017,Homebush,75,0,0
0,210031238,2017,Glenroy - Hadfield,74,0,0
0,505021095,2017,Tuart Hill - Joondanna,74,0,0
0,121021404,2017,Berowra - Brooklyn - Cowan,74,0,0
0,119011359,2017,Panania - Milperra - Picnic Point,74,0,0
0,506071146,2017,Manning - Waterford,74,0,0
0,117021328,2017,Sydenham - Tempe - St Peters,74,0,0
0,305011112,2017,West End,74,0,0
0,319031512,2017,Gympie - North,74,0,0
0,318021490,2017,Townsville City - North Ward,74,2,0.027027027
0,210031236,2017,Coburg North,74,0,0
0,309011229,2017,Miami,74,0,0
0,402051053,2017,Modbury Heights,73,0,0
0,311061335,2017,Underwood,73,0,0
0,302031040,2017,Nundah,73,0,0
0,111011206,2017,Belmont - Bennetts Green,73,0,0
0,216031416,2017,Shepparton - North,73,2,0.02739726
0,212041309,2017,Clarinda - Oakleigh South,73,0,0
0,303011051,2017,Carindale,73,0,0
0,403041082,2017,Lonsdale,72,4,0.055555556
0,506011110,2017,Armadale - Wungong - Brookdale,72,0,0
0,303031065,2017,Upper Mount Gravatt,72,0,0
0,305011108,2017,Kangaroo Point,72,0,0
0,103011058,2017,Bathurst,72,0,0
0,208031186,2017,Chelsea - Bonbeach,72,0,0
0,211031265,2017,Croydon Hills - Warranwood,72,0,0
0,115021298,2017,Galston - Laughtondale,72,0,0
0,307031189,2017,Warwick,71,0,0
0,311041321,2017,Jimboomba,71,0,0
0,203031050,2017,Ocean Grove - Barwon Heads,71,0,0
0,213051363,2017,Laverton,71,12,0.169014085
0,301011003,2017,Birkdale,71,0,0
0,128021534,2017,Illawong - Alfords Point,71,0,0
0,125031481,2017,Granville - Clyde,71,0,0
0,201011003,2017,Ballarat - North,71,0,0
0,207011154,2017,Kew East,71,0,0
0,303041068,2017,Moorooka,71,2,0.028169014
0,305041132,2017,Ashgrove,70,0,0
0,102021047,2017,Chittaway Bay - Tumbi Umbi,70,6,0.085714286
0,127031526,2017,Prestons - Lurnea,70,0,0
0,106031125,2017,Williamtown - Medowie - Karuah,70,0,0
0,124031462,2017,Kingswood - Werrington,70,4,0.057142857
0,123021437,2017,Campbelltown - Woodbine,70,0,0
0,205031093,2017,Wonthaggi - Inverloch,70,0,0
0,202011022,2017,Kangaroo Flat - Golden Square,70,0,0
0,211051280,2017,Montrose,70,0,0
0,201011002,2017,Ballarat,70,0,0
0,314011382,2017,Albany Creek,70,0,0
0,301031017,2017,Murarrie,70,4,0.057142857
0,501021006,2017,Bunbury,70,0,0
0,303031066,2017,Wishart,70,1,0.014285714
0,309071253,2017,Hope Island,69,0,0
0,116021311,2017,Quakers Hill - Acacia Gardens,69,0,0
0,507051190,2017,Safety Bay - Shoalwater,69,0,0
0,403021059,2017,Hallett Cove,69,0,0
0,403041071,2017,Aberfoyle Park,69,0,0
0,305031131,2017,Wooloowin - Lutwyche,69,0,0
0,403031066,2017,Bellevue Heights,69,0,0
0,313041373,2017,Deception Bay,68,0,0
0,319051524,2017,Maryborough (Qld),68,4,0.058823529
0,303021058,2017,Woolloongabba,68,0,0
0,102021044,2017,Bateau Bay - Killarney Vale,68,0,0
0,407021153,2017,Mount Gambier,68,0,0
0,404011092,2017,Henley Beach,68,0,0
0,311061336,2017,Woodridge,68,0,0
0,305011109,2017,New Farm,68,0,0
0,402051055,2017,St Agnes - Ridgehaven,68,0,0
0,317011459,2017,Wilsonton,68,0,0
0,311041322,2017,Logan Village,68,0,0
0,404021100,2017,North Haven,68,0,0
0,402051051,2017,Highbury - Dernancourt,68,0,0
0,111011213,2017,Valentine - Eleebana,68,0,0
0,303031062,2017,Mansfield (Qld),68,0,0
0,502011024,2017,Halls Head - Erskine,67,0,0
0,106031122,2017,Raymond Terrace,67,0,0
0,119011354,2017,Bass Hill - Georges Hall,67,0,0
0,101011001,2017,Goulburn,67,0,0
0,403041080,2017,Happy Valley,67,0,0
0,313051378,2017,Margate - Woody Point,67,0,0
0,211051279,2017,Monbulk - Silvan,67,0,0
0,203031053,2017,Torquay,67,0,0
0,402051052,2017,Hope Valley - Modbury,67,0,0
0,403031070,2017,Panorama,67,0,0
0,801061062,2017,Deakin,66,4,0.060606061
0,127011505,2017,Badgerys Creek - Greendale,66,0,0
0,209041220,2017,Mill Park - North,66,6,0.090909091
0,120031394,2017,Dulwich Hill - Lewisham,66,0,0
0,208031189,2017,Edithvale - Aspendale,66,0,0
0,112011238,2017,Bangalow,66,0,0
0,211031268,2017,Ringwood North,66,0,0
0,507011159,2017,South Lake - Cockburn Central,66,4,0.060606061
0,119021362,2017,Belmore - Belfield,66,0,0
0,125031483,2017,Guildford - South Granville,66,1,0.015151515
0,314011387,2017,Samford Valley,66,0,0
0,307021183,2017,Wambo,65,0,0
0,301021009,2017,Redland Bay,65,0,0
0,319031514,2017,Gympie Region,65,0,0
0,317011458,2017,Toowoomba - West,65,0,0
0,119031371,2017,Oatley - Hurstville Grove,65,0,0
0,403031067,2017,Blackwood,65,0,0
0,507041179,2017,Bull Creek,65,0,0
0,505031098,2017,Alexander Heights - Koondoola,65,4,0.061538462
0,103031072,2017,Mudgee,65,0,0
0,301021012,2017,Thornlands,65,0,0
0,110041205,2017,Tamworth Region,65,0,0
0,503021040,2017,North Perth,65,0,0
0,508031199,2017,Kalgoorlie,65,0,0
0,107011131,2017,Dapto - Avondale,65,0,0
0,309081262,2017,Varsity Lakes,64,2,0.03125
0,112021249,2017,Lismore Region,64,0,0
0,309091265,2017,Parkwood,64,0,0
0,213051362,2017,Hoppers Crossing - South,64,0,0
0,107041147,2017,Helensburgh,64,0,0
0,125031480,2017,Fairfield - East,64,0,0
0,111031235,2017,Wickham - Carrington - Tighes Hill,64,0,0
0,112011242,2017,Lennox Head - Skennars Head,64,0,0
0,313011363,2017,Bribie Island,64,0,0
0,210011226,2017,Airport West,64,0,0
0,214021378,2017,Flinders,64,0,0
0,404011091,2017,Flinders Park,64,0,0
0,306021154,2017,Westcourt - Bungalow,64,0,0
0,304011084,2017,Seventeen Mile Rocks - Sinnamon Park,63,0,0
0,309031237,2017,Coombabah,63,0,0
0,116011305,2017,Blacktown (South),63,0,0
0,305041134,2017,Bardon,63,0,0
0,214021377,2017,Dromana,63,0,0
0,316051435,2017,Noosaville,63,0,0
0,302021027,2017,Aspley,63,0,0
0,212041316,2017,Noble Park North,63,0,0
0,506011115,2017,Mount Nasura - Mount Richon - Bedfordale,63,0,0
0,302021034,2017,Wavell Heights,62,0,0
0,309101269,2017,Main Beach,62,0,0
0,211051277,2017,Kilsyth,62,4,0.064516129
0,502011025,2017,Mandurah,62,0,0
0,112031252,2017,Murwillumbah Region,62,0,0
0,113011256,2017,Griffith (NSW),62,0,0
0,206041121,2017,Kensington,62,0,0
0,209031214,2017,Research - North Warrandyte,62,0,0
0,119021365,2017,Lakemba - Wiley Park,61,0,0
0,103041079,2017,Orange Region,61,0,0
0,203021046,2017,Newtown (Vic.),61,0,0
0,106021117,2017,Maitland - West,61,0,0
0,305031121,2017,Ascot,61,0,0
0,505021090,2017,Nollamara - Westminster,61,0,0
0,401041014,2017,Athelstone,61,0,0
0,316061444,2017,Palmwoods,61,4,0.06557377
0,123011435,2017,Mount Annan - Currans Hill,61,0,0
0,312021346,2017,Mackay,61,0,0
0,404011094,2017,Royal Park - Hendon - Albert Park,61,0,0
0,404021101,2017,Port Adelaide,61,0,0
0,102021048,2017,Gorokan - Kanwal - Charmhaven,61,0,0
0,213031347,2017,Braybrook,61,0,0
0,505011074,2017,Heathridge - Connolly,61,0,0
0,119041375,2017,Arncliffe - Bardwell Valley,61,0,0
0,112011239,2017,Brunswick Heads - Ocean Shores,60,0,0
0,505011081,2017,Padbury,60,0,0
0,104021088,2017,Korora - Emerald Beach,60,0,0
0,316021422,2017,Moffat Beach - Battery Hill,60,0,0
0,309061249,2017,Pacific Pines - Gaven,60,0,0
0,211051283,2017,Mount Evelyn,60,0,0
0,104021084,2017,Coffs Harbour - North,60,0,0
0,127011506,2017,Cobbitty - Leppington,60,0,0
0,102011030,2017,Calga - Kulnura,60,0,0
0,602011038,2017,Launceston,60,0,0
0,125041494,2017,Winston Hills,60,0,0
0,119031370,2017,Narwee - Beverly Hills,60,0,0
0,311061329,2017,Daisy Hill,60,0,0
0,314021388,2017,Dakabin - Kallangur,59,0,0
0,402011026,2017,Gawler - South,59,0,0
0,116011306,2017,Doonside - Woodcroft,59,0,0
0,111021220,2017,Wangi Wangi - Rathmines,59,0,0
0,213011334,2017,St Albans - North,59,0,0
0,403021060,2017,Marino - Seaview Downs,59,0,0
0,108021155,2017,Kempsey,59,0,0
0,305041133,2017,Auchenflower,59,1,0.016949153
0,506021120,2017,Kewdale Commercial,59,2,0.033898305
0,102021053,2017,The Entrance,59,0,0
0,311061330,2017,Kingston,59,0,0
0,401021010,2017,Uraidla - Summertown,59,0,0
0,127021511,2017,Cabramatta - Lansvale,59,0,0
0,209041222,2017,South Morang,58,0,0
0,313051380,2017,Rothwell - Kippa-Ring,58,2,0.034482759
0,316051438,2017,Tewantin,58,0,0
0,125031484,2017,Guildford West - Merrylands West,58,0,0
0,106021115,2017,Maitland - East,58,0,0
0,104011082,2017,Maclean - Yamba - Iluka,58,0,0
0,310011276,2017,Wacol,58,0,0
0,209011204,2017,Watsonia,58,0,0
0,310031287,2017,Ipswich - East,58,0,0
0,310011274,2017,Inala - Richlands,58,7,0.120689655
0,119011361,2017,Yagoona - Birrong,58,0,0
0,209011201,2017,Ivanhoe East - Eaglemont,58,0,0
0,127011507,2017,Green Valley - Cecil Hills,57,0,0
0,203021047,2017,North Geelong - Bell Park,57,2,0.035087719
0,107041145,2017,Corrimal - Tarrawanna - Bellambi,57,0,0
0,304021089,2017,Fig Tree Pocket,57,0,0
0,213011330,2017,Deer Park - Derrimut,57,0,0
0,316061440,2017,Caloundra Hinterland,57,0,0
0,108051169,2017,Taree,57,0,0
0,206021110,2017,Alphington - Fairfield,57,9,0.157894737
0,501011003,2017,Busselton Region,57,0,0
0,311031311,2017,Boronia Heights - Park Ridge,57,0,0
0,111031231,2017,Shortland - Jesmond,57,14,0.245614035
0,503011036,2017,Swanbourne - Mount Claremont,57,0,0
0,505021085,2017,Balga - Mirrabooka,56,0,0
0,209021205,2017,Kingsbury,56,15,0.267857143
0,213021342,2017,Altona Meadows,56,0,0
0,208021181,2017,Murrumbeena,56,0,0
0,316031426,2017,Marcoola - Mudjimba,56,0,0
0,111031222,2017,Adamstown - Kotara,56,0,0
0,216011407,2017,Kyabram,56,0,0
0,123021441,2017,Leumeah - Minto Heights,56,0,0
0,306011142,2017,Trinity Beach - Smithfield,56,0,0
0,210011231,2017,Strathmore,56,0,0
0,402041041,2017,Para Hills,56,0,0
0,303061078,2017,Runcorn,56,0,0
0,109011175,2017,Albury Region,56,0,0
0,304021091,2017,Pinjarra Hills - Pullenvale,56,2,0.035714286
0,206011107,2017,Brunswick West,56,0,0
0,318021475,2017,Garbutt - West End,56,0,0
0,209041218,2017,Epping,55,0,0
0,113031267,2017,Wagga Wagga - East,55,0,0
0,507011154,2017,Hamilton Hill,55,0,0
0,404031106,2017,Lockleys,55,0,0
0,310031290,2017,Karana Downs,55,0,0
0,107031143,2017,Warilla,55,0,0
0,119041377,2017,Kingsgrove (South) - Bardwell Park,55,0,0
0,302021032,2017,Stafford,55,0,0
0,306031159,2017,Innisfail,55,0,0
0,507021167,2017,O'Connor (WA),55,1,0.018181818
0,124031458,2017,Castlereagh - Cranebrook,55,0,0
0,303041069,2017,Robertson,55,2,0.036363636
0,213011336,2017,Sunshine,55,6,0.109090909
0,127021515,2017,Fairfield,55,0,0
0,211011258,2017,Rowville - South,54,0,0
0,212021294,2017,Berwick - South,54,0,0
0,209011196,2017,Bundoora - East,54,5,0.092592593
0,202011020,2017,East Bendigo - Kennington,54,0,0
0,116031319,2017,Rooty Hill - Minchinbury,54,0,0
0,305041136,2017,Red Hill (Qld),54,1,0.018518519
0,212041313,2017,Dingley Village,54,0,0
0,316021418,2017,Buddina - Minyama,54,0,0
0,316051437,2017,Sunshine Beach,54,0,0
0,301021013,2017,Victoria Point,53,0,0
0,301011006,2017,Wellington Point,53,0,0
0,316051436,2017,Peregian,53,0,0
0,202021030,2017,Kyneton,53,0,0
0,101011002,2017,Goulburn Region,53,1,0.018867925
0,123021438,2017,Claymore - Eagle Vale - Raby,53,0,0
0,116011304,2017,Blacktown (North) - Marayong,53,0,0
0,303021055,2017,Greenslopes,53,0,0
0,403041086,2017,Reynella,53,0,0
0,108041162,2017,Laurieton - Bonny Hills,53,0,0
0,305031120,2017,Alderley,53,0,0
0,207031162,2017,Blackburn South,53,0,0
0,212031305,2017,Hampton Park - Lynbrook,52,0,0
0,124011453,2017,Lawson - Hazelbrook - Linden,52,0,0
0,101021011,2017,Queanbeyan Region,52,0,0
0,209041219,2017,Lalor,52,0,0
0,211041269,2017,Forest Hill,52,0,0
0,210051249,2017,Roxburgh Park - Somerton,52,0,0
0,311041320,2017,Greenbank,52,0,0
0,601041023,2017,Kingston Beach - Blackmans Bay,52,0,0
0,112031251,2017,Murwillumbah,52,0,0
0,106011108,2017,Cessnock,52,0,0
0,507051185,2017,Baldivis,52,0,0
0,302011025,2017,Everton Park,52,0,0
0,309061247,2017,Highland Park,52,0,0
0,315021405,2017,Mount Isa,52,0,0
0,402021030,2017,Elizabeth,52,0,0
0,216031417,2017,Shepparton - South,52,0,0
0,122031432,2017,Terrey Hills - Duffys Forest,52,0,0
0,114011272,2017,Berry - Kangaroo Valley,52,0,0
0,117011323,2017,Pagewood - Hillsdale - Daceyville,52,0,0
0,506011116,2017,Roleystone,51,0,0
0,403021062,2017,Morphettville,51,0,0
0,311021306,2017,Beenleigh,51,1,0.019607843
0,403041072,2017,Aldinga,51,0,0
0,123021444,2017,Rosemeadow - Glen Alpine,51,0,0
0,110041203,2017,Tamworth - North,51,0,0
0,206041118,2017,Docklands,51,0,0
0,107031140,2017,Kiama Hinterland - Gerringong,51,0,0
0,213011340,2017,Taylors Lakes,51,0,0
0,213041356,2017,Melton,51,0,0
0,114011277,2017,North Nowra - Bomaderry,51,0,0
0,504031057,2017,Beechboro,51,0,0
0,302011023,2017,Bridgeman Downs,51,0,0
0,301021011,2017,Sheldon - Mount Cotton,51,0,0
0,801071090,2017,Wanniassa,51,0,0
0,305031130,2017,Windsor,51,0,0
0,114021286,2017,Mittagong,51,1,0.019607843
0,507011150,2017,Bibra Industrial,50,5,0.1
0,303021056,2017,Holland Park,50,0,0
0,402041040,2017,Ingle Farm,50,0,0
0,111031234,2017,Waratah - North Lambton,50,0,0
0,404011095,2017,Seaton - Grange,50,0,0
0,302031039,2017,Nudgee - Banyo,50,0,0
0,213011333,2017,Kings Park (Vic.),50,0,0
0,402021031,2017,Elizabeth East,50,0,0
0,210021232,2017,Gisborne,50,0,0
0,108041166,2017,Wauchope,50,0,0
0,303021052,2017,Annerley,50,0,0
0,105031101,2017,Dubbo - South,50,0,0
0,212021299,2017,Narre Warren North,49,6,0.12244898
0,309081259,2017,Clear Island Waters,49,0,0
0,102011042,2017,Woy Woy - Blackwall,49,0,0
0,601041024,2017,Margate - Snug,49,0,0
0,403041087,2017,Seaford (SA),49,0,0
0,310021280,2017,Lockyer Valley - East,49,0,0
0,316051434,2017,Noosa Heads,49,0,0
0,317011447,2017,Drayton - Harristown,49,1,0.020408163
0,507011160,2017,Spearwood,49,0,0
0,112011243,2017,Mullumbimby,49,0,0
0,316061442,2017,Landsborough,49,0,0
0,127021516,2017,Fairfield - West,49,0,0
0,310021281,2017,Lowood,49,0,0
0,303041071,2017,Tarragindi,49,2,0.040816327
0,319011493,2017,Bargara - Burnett Heads,48,0,0
0,402051054,2017,Redwood Park,48,0,0
0,102011028,2017,Avoca Beach - Copacabana,48,0,0
0,801061070,2017,Yarralumla,48,7,0.145833333
0,101011004,2017,Yass Region,48,0,0
0,505011075,2017,Hillarys,48,0,0
0,205051101,2017,Maffra,48,0,0
0,212011292,2017,Pakenham - South,48,0,0
0,123031446,2017,Douglas Park - Appin,48,0,0
0,302041041,2017,Bracken Ridge,48,0,0
0,309021230,2017,Coolangatta,48,0,0
0,124051470,2017,St Clair,48,0,0
0,116031318,2017,Prospect Reservoir,48,3,0.0625
0,203031048,2017,Clifton Springs,48,0,0
0,209041224,2017,Wallan,48,0,0
0,505011070,2017,Craigie - Beldon,47,0,0
0,206031113,2017,Ascot Vale,47,0,0
0,208021180,2017,Hughesdale,47,0,0
0,310031286,2017,Ipswich - Central,47,0,0
0,305021113,2017,Balmoral,47,0,0
0,317011457,2017,Toowoomba - East,47,0,0
0,303031064,2017,Rochedale - Burbank,47,0,0
0,202021031,2017,Woodend,47,0,0
0,305021118,2017,Norman Park,47,0,0
0,311021307,2017,Eagleby,47,0,0
0,111021216,2017,Bonnells Bay - Silverwater,47,0,0
0,101041027,2017,Narooma - Bermagui,47,0,0
0,109011176,2017,Lavington,47,0,0
0,205011076,2017,Drouin,47,0,0
0,104011080,2017,Grafton,47,0,0
0,123021436,2017,Bradbury - Wedderburn,47,0,0
0,203021045,2017,Newcomb - Moolap,47,0,0
0,308031223,2017,Yeppoon,47,2,0.042553191
0,123011433,2017,Camden - Ellis Lane,47,0,0
0,310041297,2017,Camira - Gailes,47,0,0
0,301031018,2017,Tingalpa,47,0,0
0,507051191,2017,Singleton - Golden Bay - Secret Harbour,46,0,0
0,316041429,2017,Bli Bli,46,0,0
0,304021086,2017,Bellbowrie - Moggill,46,0,0
0,403041077,2017,Flagstaff Hill,46,0,0
0,210051246,2017,Greenvale - Bulla,46,0,0
0,507011148,2017,Banjup,46,0,0
0,108051170,2017,Taree Region,46,0,0
0,213031350,2017,Seddon - Kingsville,46,0,0
0,402041048,2017,Salisbury North,46,8,0.173913043
0,604021085,2017,Devonport,46,0,0
0,101041025,2017,Merimbula - Tura Beach,46,0,0
0,206031115,2017,Flemington,46,0,0
0,303011047,2017,Camp Hill,46,0,0
0,316021423,2017,Parrearra - Warana,46,0,0
0,504031068,2017,The Vines,46,0,0
0,111011212,2017,Swansea - Caves Beach,46,0,0
0,119021367,2017,Roselands,46,0,0
0,120031392,2017,Canterbury (North) - Ashbury,46,0,0
0,316021420,2017,Caloundra - West,46,0,0
0,314011383,2017,Cashmere,45,0,0
0,217021433,2017,Warrnambool - South,45,2,0.044444444
0,506061142,2017,Byford,45,0,0
0,312021348,2017,Mount Pleasant - Glenella,45,0,0
0,507041184,2017,Winthrop,45,0,0
0,507051193,2017,Warnbro,45,0,0
0,113031269,2017,Wagga Wagga - South,45,0,0
0,101021010,2017,Queanbeyan - East,45,2,0.044444444
0,106021116,2017,Maitland - North,45,0,0
0,123021442,2017,Macquarie Fields - Glenfield,45,0,0
0,304031092,2017,Chelmer - Graceville,45,0,0
0,127021518,2017,Horsley Park - Kemps Creek,45,0,0
0,201011004,2017,Ballarat - South,45,0,0
0,210051242,2017,Broadmeadows,45,1,0.022222222
0,213011337,2017,Sunshine North,45,0,0
0,106011109,2017,Cessnock Region,44,0,0
0,213051364,2017,Point Cook,44,0,0
0,309071251,2017,Coomera,44,0,0
0,215031404,2017,Swan Hill,44,0,0
0,317011451,2017,Lockyer Valley - West,44,0,0
0,203021038,2017,Corio - Norlane,44,0,0
0,311051326,2017,Loganlea,44,4,0.090909091
0,213011332,2017,Keilor Downs,44,0,0
0,212031307,2017,Narre Warren South,44,0,0
0,314011384,2017,Dayboro,44,0,0
0,501021005,2017,Australind - Leschenault,44,0,0
0,101031014,2017,Cooma,44,0,0
0,601041022,2017,Kingston - Huntingfield,44,0,0
0,601021005,2017,Cambridge,44,0,0
0,313011362,2017,Beachmere - Sandstone Point,44,0,0
0,213041353,2017,Bacchus Marsh,44,0,0
0,501011004,2017,Margaret River,44,0,0
0,311021309,2017,Mount Warren Park,44,0,0
0,213041357,2017,Melton South,44,0,0
0,106011111,2017,Kurri Kurri - Abermain,44,0,0
0,127011508,2017,Hoxton Park - Horningsea Park,43,0,0
0,211051285,2017,Wandin - Seville,43,0,0
0,202021028,2017,Castlemaine Region,43,0,0
0,101041026,2017,Moruya - Tuross Head,43,0,0
0,203021044,2017,Leopold,43,0,0
0,104011081,2017,Grafton Region,43,0,0
0,801061067,2017,Narrabundah,43,0,0
0,303061079,2017,Sunnybank,43,0,0
0,124011455,2017,Wentworth Falls,43,0,0
0,404021099,2017,Largs Bay - Semaphore,43,0,0
0,127021512,2017,Cabramatta West - Mount Pritchard,43,0,0
0,107031142,2017,Shellharbour - Oak Flats,43,0,0
0,204011056,2017,Kilmore - Broadford,42,0,0
0,319041520,2017,Torquay - Scarness - Kawungan,42,0,0
0,312011338,2017,Broadsound - Nebo,42,0,0
0,212031308,2017,Pearcedale - Tooradin,42,0,0
0,210041240,2017,Sunbury,42,0,0
0,601051029,2017,Mount Nelson - Dynnyrne,42,0,0
0,203011036,2017,Winchelsea,42,0,0
0,216011406,2017,Echuca,42,0,0
0,314021389,2017,Murrumba Downs - Griffin,42,0,0
0,316061439,2017,Beerwah,42,0,0
0,127031522,2017,Casula,42,0,0
0,402021029,2017,Davoren Park,42,4,0.095238095
0,504031065,2017,Middle Swan - Herne Hill,42,0,0
0,801091100,2017,Curtin,42,0,0
0,203021041,2017,Grovedale,42,0,0
0,305031119,2017,Albion,42,4,0.095238095
0,110021191,2017,Inverell,42,0,0
0,316011415,2017,Mountain Creek,41,0,0
0,506031125,2017,Canning Vale - West,41,0,0
0,212021295,2017,Doveton,41,0,0
0,506061143,2017,Mundijong,41,0,0
0,301031015,2017,Manly - Lota,41,0,0
0,507011155,2017,Henderson,41,0,0
0,108011152,2017,Forster,41,0,0
0,306021146,2017,Earlville - Bayview Heights,41,0,0
0,102021054,2017,Toukley - Norah Head,41,0,0
0,111031223,2017,Beresfield - Hexham,41,1,0.024390244
0,304011082,2017,Middle Park - Jamboree Heights,41,0,0
0,507031174,2017,Parmelia - Orelia,41,0,0
0,504031061,2017,Hazelmere - South Guildford,41,0,0
0,319011495,2017,Bundaberg,41,0,0
0,507011153,2017,Coolbellup,41,0,0
0,306021156,2017,Whitfield - Edge Hill,41,0,0
0,313041372,2017,Burpengary,41,0,0
0,310031284,2017,Bundamba,41,6,0.146341463
0,113011258,2017,Leeton,41,0,0
0,205021081,2017,Bairnsdale,41,0,0
0,209041217,2017,Bundoora - West,41,9,0.219512195
0,506051139,2017,High Wycombe,40,0,0
0,109011172,2017,Albury - East,40,0,0
0,316021417,2017,Aroona - Currimundi,40,0,0
0,801071078,2017,Gordon (ACT),40,0,0
0,317011450,2017,Highfields,40,0,0
0,304041098,2017,Enoggera,40,0,0
0,316061443,2017,Maroochy Hinterland,40,0,0
0,601051032,2017,South Hobart - Fern Tree,40,0,0
0,313051379,2017,Redcliffe,40,0,0
0,203031049,2017,Lorne - Anglesea,40,0,0
0,502011022,2017,Falcon - Wannanup,40,0,0
0,505031104,2017,Marangaroo,40,0,0
0,305021116,2017,Hawthorne,40,0,0
0,308021199,2017,Gladstone,40,0,0
0,124031463,2017,Mulgoa - Luddenham - Orchard Hills,40,0,0
0,202011021,2017,Flora Hill - Spring Gully,40,0,0
0,308031217,2017,Rockhampton City,40,0,0
0,302041046,2017,Zillmere,40,0,0
0,401021006,2017,Lobethal - Woodside,40,3,0.075
0,101021012,2017,Queanbeyan West - Jerrabomberra,40,0,0
0,204021066,2017,Wangaratta,40,3,0.075
0,113031270,2017,Wagga Wagga - West,40,0,0
0,112031253,2017,Pottsville,40,0,0
0,213031349,2017,Maribyrnong,40,0,0
0,316011416,2017,Sippy Downs,39,0,0
0,303051075,2017,Parkinson - Drewvale,39,0,0
0,303031061,2017,Macgregor (Qld),39,0,0
0,801071073,2017,Calwell,39,0,0
0,203021043,2017,Lara,39,0,0
0,205041095,2017,Moe - Newborough,39,0,0
0,505031100,2017,Carramar,39,0,0
0,209041221,2017,Mill Park - South,39,2,0.051282051
0,101041018,2017,Batemans Bay - South,39,0,0
0,212011288,2017,Bunyip - Garfield,39,0,0
0,311031319,2017,Regents Park - Heritage Park,39,0,0
0,403021064,2017,Warradale,39,0,0
0,213011328,2017,Ardeer - Albion,39,0,0
0,305031124,2017,Hamilton (Qld),39,4,0.102564103
0,316021419,2017,Caloundra - Kings Beach,39,0,0
0,119011360,2017,Revesby,39,0,0
0,601051030,2017,New Town,39,0,0
0,101041017,2017,Batemans Bay,39,0,0
0,205041096,2017,Morwell,39,0,0
0,301021010,2017,Redland Islands,39,0,0
0,401021007,2017,Mount Barker,39,0,0
0,103021063,2017,Cowra,39,0,0
