,Sa2,Year,regionName,score,bonus_collab,core_bonus_score_ratio
0,102011043,2017,Wyoming,39,0,0
0,407031165,2017,Murray Bridge,39,0,0
0,215011388,2017,Horsham,39,0,0
0,310011275,2017,Oxley (Qld),39,0,0
0,209031213,2017,Plenty - Yarrambat,38,0,0
0,206011109,2017,Pascoe Vale South,38,0,0
0,317011445,2017,Cambooya - Wyreema,38,0,0
0,507041176,2017,Bateman,38,0,0
0,308011192,2017,Emerald,38,0,0
0,316021421,2017,Golden Beach - Pelican Waters,38,0,0
0,601031016,2017,Derwent Park - Lutana,38,0,0
0,103031070,2017,Lithgow,38,0,0
0,124041468,2017,Yarramundi - Londonderry,38,0,0
0,403041074,2017,Christies Beach,38,1,0.026315789
0,306031161,2017,Tully,38,0,0
0,108021156,2017,Kempsey Region,38,0,0
0,309071254,2017,Jacobs Well - Alberton,38,0,0
0,801051058,2017,O'Connor (ACT),38,0,0
0,602031063,2017,Scottsdale - Bridport,38,0,0
0,508031200,2017,Kalgoorlie - North,38,0,0
0,317011455,2017,Rangeville,38,0,0
0,317011448,2017,Gatton,38,0,0
0,401021003,2017,Adelaide Hills,38,0,0
0,127021513,2017,Canley Vale - Canley Heights,38,0,0
0,801051059,2017,Reid,38,1,0.026315789
0,212011291,2017,Pakenham - North,38,0,0
0,314021390,2017,North Lakes - Mango Hill,37,0,0
0,303051072,2017,Algester,37,0,0
0,102021050,2017,Lake Munmorah - Mannering Park,37,0,0
0,507011152,2017,Coogee,37,0,0
0,801061064,2017,Griffith (ACT),37,0,0
0,101031016,2017,Jindabyne - Berridale,37,0,0
0,202011019,2017,California Gully - Eaglehawk,37,0,0
0,311051328,2017,Waterford West,37,0,0
0,801011003,2017,Bruce,37,2,0.054054054
0,309081260,2017,Merrimac,37,0,0
0,116021309,2017,Glenwood,37,0,0
0,308031222,2017,The Range - Allenstown,37,0,0
0,113031271,2017,Wagga Wagga Region,37,0,0
0,108011151,2017,Bulahdelah - Stroud,37,0,0
0,302011024,2017,Carseldine,37,0,0
0,105031100,2017,Dubbo - East,37,0,0
0,306051166,2017,Atherton,37,0,0
0,115011294,2017,Glenhaven,37,0,0
0,601021008,2017,Lindisfarne - Rose Bay,37,0,0
0,407011148,2017,Victor Harbor,37,0,0
0,217011422,2017,Portland,37,0,0
0,209041225,2017,Whittlesea,37,9,0.243243243
0,109031181,2017,Corowa Region,37,0,0
0,114021287,2017,Moss Vale - Berrima,37,1,0.027027027
0,801091102,2017,Garran,37,0,0
0,209031212,2017,Panton Hill - St Andrews,37,0,0
0,505011083,2017,Woodvale,36,0,0
0,505011071,2017,Currambine - Kinross,36,0,0
0,202021026,2017,Bendigo Region - South,36,0,0
0,504021051,2017,Helena Valley - Koongamia,36,0,0
0,508011194,2017,Esperance,36,0,0
0,212031303,2017,Cranbourne South,36,0,0
0,111021215,2017,Bolton Point - Teralba,36,0,0
0,205041094,2017,Churchill,36,0,0
0,406011133,2017,Port Lincoln,36,0,0
0,310041298,2017,Carole Park,36,0,0
0,314031393,2017,Petrie,36,0,0
0,801011016,2017,Kaleen,36,0,0
0,217021432,2017,Warrnambool - North,36,0,0
0,319041521,2017,Urangan - Wondunna,36,0,0
0,318021469,2017,Belgian Gardens - Pallarenda,36,0,0
0,508031198,2017,Boulder,36,0,0
0,504031062,2017,Lockridge - Kiara,36,0,0
0,312021350,2017,Ooralea - Bakers Creek,36,0,0
0,509021243,2017,Northam,36,0,0
0,112021246,2017,Goonellabah,36,0,0
0,102011033,2017,Kariong,36,0,0
0,318021468,2017,Annandale,36,0,0
0,109011173,2017,Albury - North,36,0,0
0,201021011,2017,Daylesford,35,0,0
0,103021062,2017,Condobolin,35,0,0
0,101011003,2017,Yass,35,0,0
0,124031460,2017,Glenmore Park - Regentville,35,0,0
0,312021352,2017,Sarina,35,0,0
0,306011139,2017,Clifton Beach - Kewarra Beach,35,0,0
0,502011026,2017,Mandurah - East,35,0,0
0,312011341,2017,Moranbah,35,0,0
0,103041078,2017,Orange - North,35,0,0
0,311031312,2017,Browns Plains,35,0,0
0,801011001,2017,Aranda,35,0,0
0,406011136,2017,Whyalla,35,0,0
0,301021008,2017,Ormiston,35,0,0
0,505031109,2017,Yanchep,35,0,0
0,102011041,2017,Wamberal - Forresters Beach,35,0,0
0,302031035,2017,Boondall,35,0,0
0,601021004,2017,Bellerive - Rosny,35,0,0
0,311011305,2017,Beaudesert,35,0,0
0,310021282,2017,Rosewood,35,0,0
0,303021057,2017,Holland Park West,34,0,0
0,302041044,2017,Sandgate - Shorncliffe,34,0,0
0,306011141,2017,Redlynch,34,0,0
0,505031107,2017,Tapping - Ashby - Sinagra,34,0,0
0,203021037,2017,Belmont,34,0,0
0,212011287,2017,Beaconsfield - Officer,34,0,0
0,102011035,2017,Narara,34,0,0
0,208031187,2017,Chelsea Heights,34,0,0
0,102011034,2017,Kincumber - Picketts Valley,34,0,0
0,308021196,2017,Boyne Island - Tannum Sands,34,0,0
0,801071084,2017,Monash,34,0,0
0,104021083,2017,Bellingen,34,0,0
0,601031019,2017,Moonah,34,0,0
0,114021289,2017,Southern Highlands,34,0,0
0,501021009,2017,Collie,34,0,0
0,509021239,2017,Gingin - Dandaragan,34,0,0
0,103031071,2017,Lithgow Region,34,0,0
0,110021190,2017,Glen Innes,34,0,0
0,317011446,2017,Darling Heights,34,0,0
0,318021491,2017,Wulguru - Roseneath,34,0,0
0,103021065,2017,Forbes,34,0,0
0,306051169,2017,Malanda - Yungaburra,34,0,0
0,502011029,2017,Pinjarra,34,0,0
0,106021118,2017,Thornton - Millers Forest,34,0,0
0,601051033,2017,West Hobart,34,0,0
0,308011191,2017,Central Highlands - West,34,0,0
0,210011230,2017,Niddrie - Essendon West,34,0,0
0,116021310,2017,Parklea - Kellyville Ridge,33,0,0
0,318021473,2017,Deeragun,33,0,0
0,801051055,2017,Downer,33,0,0
0,306031160,2017,Johnstone,33,0,0
0,114011279,2017,St Georges Basin - Erowal Bay,33,0,0
0,507031173,2017,Kwinana Industrial,33,2,0.060606061
0,302021033,2017,Stafford Heights,33,0,0
0,213041355,2017,Hillside,33,0,0
0,312021349,2017,North Mackay,33,0,0
0,311031316,2017,Hillcrest,33,0,0
0,312011337,2017,Bowen,33,0,0
0,105021097,2017,Broken Hill,33,0,0
0,311031314,2017,Crestmead,33,0,0
0,601041026,2017,Taroona - Bonnet Hill,33,0,0
0,314031392,2017,Lawnton,33,0,0
0,801011009,2017,Flynn (ACT),33,0,0
0,215031401,2017,Gannawarra,33,0,0
0,701011009,2017,Woolner - Bayview - Winnellie,33,0,0
0,110031195,2017,Moree,33,0,0
0,302011026,2017,McDowall,33,0,0
0,509011234,2017,Plantagenet,33,0,0
0,112021244,2017,Casino,33,0,0
0,216021413,2017,Numurkah,33,0,0
0,103041076,2017,Blayney,33,0,0
0,302011022,2017,Bald Hills,33,0,0
0,127011504,2017,Ashcroft - Busby - Miller,33,0,0
0,109031182,2017,Deniliquin,32,0,0
0,210031237,2017,Fawkner,32,0,0
0,304041101,2017,Mitchelton,32,0,0
0,306051170,2017,Mareeba,32,2,0.0625
0,501031018,2017,Donnybrook - Balingup,32,0,0
0,306021147,2017,Edmonton,32,0,0
0,801071088,2017,Theodore,32,0,0
0,502011023,2017,Greenfields,32,0,0
0,301031019,2017,Wakerley,32,0,0
0,601021007,2017,Howrah - Tranmere,32,0,0
0,101021008,2017,Karabar,32,0,0
0,201011008,2017,Wendouree - Miners Rest,32,0,0
0,508051216,2017,Morawa,32,0,0
0,305031127,2017,Newmarket,32,0,0
0,403041079,2017,Hackham West - Huntfield Heights,32,0,0
0,127021517,2017,Greenfield Park - Prairiewood,32,0,0
0,310021277,2017,Boonah,32,0,0
0,210021233,2017,Macedon,32,0,0
0,116031317,2017,Mount Druitt - Whalan,32,0,0
0,801051060,2017,Turner,32,10,0.3125
0,302021028,2017,Chermside,31,0,0
0,106031119,2017,Anna Bay,31,0,0
0,504031059,2017,Ellenbrook,31,0,0
0,601021012,2017,South Arm,31,0,0
0,124011449,2017,Blackheath - Megalong Valley,31,0,0
0,114011274,2017,Culburra Beach,31,0,0
0,104021091,2017,Woolgoolga - Arrawarra,31,0,0
0,601031017,2017,Glenorchy,31,0,0
0,103021067,2017,Parkes (NSW),31,0,0
0,124051469,2017,Erskine Park,31,0,0
0,306011143,2017,Yorkeys Knob - Machans Beach,31,0,0
0,212031302,2017,Cranbourne North,31,0,0
0,114011282,2017,Ulladulla,31,0,0
0,302041042,2017,Brighton (Qld),31,0,0
0,801061069,2017,Red Hill (ACT),31,0,0
0,317011453,2017,Newtown (Qld),31,0,0
0,319051522,2017,Burrum - Fraser,31,0,0
0,107031137,2017,Albion Park Rail,31,0,0
0,506041135,2017,Huntingdale - Southern River,31,0,0
0,501021007,2017,Capel,31,0,0
0,305031125,2017,Hendra,31,0,0
0,402021028,2017,Craigmore - Blakeview,31,0,0
0,312021357,2017,Walkerston - Eton,31,0,0
0,405021119,2017,Wakefield - Barunga West,31,0,0
0,105031106,2017,Wellington,31,0,0
0,801071077,2017,Gilmore,31,0,0
0,318011464,2017,Ingham,31,0,0
0,107031138,2017,Kiama,31,0,0
0,211011255,2017,Lysterfield,31,0,0
0,403041083,2017,McLaren Vale,31,0,0
0,403041085,2017,Morphett Vale - West,31,0,0
0,318021486,2017,Northern Beaches,31,0,0
0,113011257,2017,Griffith Region,31,0,0
0,305031129,2017,Wilston,31,0,0
0,119011355,2017,Chullora,31,0,0
0,509011233,2017,McKail - Willyung,31,0,0
0,102021046,2017,Budgewoi - Buff Point - Halekulani,30,0,0
0,506041133,2017,Canning Vale - East,30,0,0
0,310041300,2017,Goodna,30,0,0
0,308031214,2017,Park Avenue,30,12,0.4
0,507011156,2017,Jandakot,30,0,0
0,317011454,2017,North Toowoomba - Harlaxton,30,1,0.033333333
0,205051103,2017,Sale,30,0,0
0,316021424,2017,Wurtulla - Birtinya,30,0,0
0,111021221,2017,West Wallsend - Barnsley - Killingworth,30,0,0
0,308021198,2017,Clinton - New Auckland,30,0,0
0,313041374,2017,Morayfield,30,0,0
0,310041302,2017,Redbank Plains,30,0,0
0,103011060,2017,Bathurst Region,30,0,0
0,202021027,2017,Castlemaine,30,0,0
0,311031313,2017,Chambers Flat - Logan Reserve,30,0,0
0,308021194,2017,Banana,30,0,0
0,801011005,2017,Cook,30,0,0
0,402041044,2017,Paralowie,30,0,0
0,309041241,2017,Guanaba - Springbrook,30,0,0
0,311061331,2017,Logan Central,30,0,0
0,801051061,2017,Watson,30,0,0
0,102021057,2017,Wyong,30,0,0
0,124031457,2017,Cambridge Park,30,0,0
0,304031093,2017,Corinda,30,0,0
0,506011112,2017,Camillo - Champion Lakes,30,0,0
0,318021476,2017,Gulliver - Currajong - Vincent,30,0,0
0,312021358,2017,West Mackay,30,0,0
0,305011107,2017,Highgate Hill,30,0,0
0,507051186,2017,Cooloongup,29,0,0
0,307021180,2017,Jondaryan,29,0,0
0,319011497,2017,Bundaberg North - Gooburrum,29,0,0
0,215011392,2017,Stawell,29,1,0.034482759
0,319011501,2017,Svensson Heights - Norville,29,0,0
0,204031073,2017,West Wodonga,29,0,0
0,407031170,2017,Waikerie,29,0,0
0,204011054,2017,Alexandra,29,0,0
0,502011027,2017,Mandurah - North,29,0,0
0,205021084,2017,Lakes Entrance,29,0,0
0,601061035,2017,Sorell - Richmond,29,0,0
0,128021533,2017,Heathcote - Waterfall,29,0,0
0,403031065,2017,Belair,29,0,0
0,509021242,2017,Mukinbudin,29,1,0.034482759
0,310031285,2017,Churchill - Yamanto,29,0,0
0,217011423,2017,Southern Grampians,29,0,0
0,213011335,2017,St Albans - South,29,0,0
0,217021425,2017,Colac,29,0,0
0,114021285,2017,Hill Top - Colo Vale,29,0,0
0,701011002,2017,Darwin City,29,0,0
0,601051028,2017,Lenah Valley - Mount Stuart,28,0,0
0,108011153,2017,Forster-Tuncurry Region,28,0,0
0,106031124,2017,Tea Gardens - Hawks Nest,28,0,0
0,312031359,2017,Airlie - Whitsundays,28,0,0
0,303061077,2017,Kuraby,28,0,0
0,313021369,2017,Wamuran,28,0,0
0,801011011,2017,Giralang,28,0,0
0,110041200,2017,Gunnedah Region,28,0,0
0,116031315,2017,Hassall Grove - Plumpton,28,0,0
0,311021310,2017,Wolffdene - Bahrs Scrub,28,0,0
0,801061063,2017,Forrest,28,1,0.035714286
0,318021483,2017,Magnetic Island,28,0,0
0,312021354,2017,Shoal Point - Bucasia,28,0,0
0,113031268,2017,Wagga Wagga - North,28,1,0.035714286
0,702011045,2017,Charles,28,0,0
0,311031318,2017,Munruben - Park Ridge South,28,0,0
0,205011078,2017,Trafalgar (Vic.),28,0,0
0,107031141,2017,Shellharbour - Flinders,28,0,0
0,312021353,2017,Seaforth - Calen,28,0,0
0,801081091,2017,Chapman,28,0,0
0,106011107,2017,Branxton - Greta - Pokolbin,28,0,0
0,509021237,2017,Cunderdin,28,0,0
0,601061034,2017,Dodges Ferry - Lewisham,28,0,0
0,312021344,2017,Eimeo - Rural View,28,0,0
0,205051104,2017,Yarram,28,0,0
0,502011028,2017,Mandurah - South,28,0,0
0,603021070,2017,Cygnet,28,0,0
0,109031185,2017,Tocumwal - Finley - Jerilderie,28,0,0
0,213011339,2017,Sydenham,28,0,0
0,111021217,2017,Edgeworth - Cameron Park,27,0,0
0,505031099,2017,Butler - Merriwa - Ridgewood,27,0,0
0,314031391,2017,Bray Park,27,0,0
0,101041024,2017,Eurobodalla Hinterland,27,0,0
0,509011228,2017,Denmark,27,0,0
0,403041084,2017,Morphett Vale - East,27,0,0
0,110041201,2017,Quirindi,27,0,0
0,204021067,2017,Wangaratta Region,27,0,0
0,108051168,2017,Old Bar - Manning Point - Red Head,27,0,0
0,106041126,2017,Muswellbrook,27,2,0.074074074
0,402011025,2017,Gawler - North,27,0,0
0,318021482,2017,Kirwan - West,27,0,0
0,319041518,2017,Pialba - Eli Waters,27,0,0
0,203011035,2017,Golden Plains - South,27,0,0
0,107031139,2017,Kiama Downs - Minnamurra,27,0,0
0,102011036,2017,Niagara Park - Lisarow,27,0,0
0,208031183,2017,Aspendale Gardens - Waterways,27,0,0
0,204021063,2017,Benalla,27,0,0
0,310041296,2017,Bellbird Park - Brookwater,27,0,0
0,102021055,2017,Tuggerah - Kangy Angy,27,0,0
0,319021505,2017,Kingaroy,27,0,0
0,502011021,2017,Dawesville - Bouvard,27,0,0
0,509021240,2017,Merredin,27,1,0.037037037
0,217011421,2017,Hamilton (Vic.),27,0,0
0,217011420,2017,Glenelg (Vic.),27,0,0
0,205031090,2017,Leongatha,27,0,0
0,318021488,2017,South Townsville - Railway Estate,27,0,0
0,301031016,2017,Manly West,27,0,0
0,317011452,2017,Middle Ridge,27,0,0
0,506011113,2017,Forrestdale - Harrisdale - Piara Waters,26,0,0
0,213041354,2017,Caroline Springs,26,0,0
0,110031197,2017,Narrabri,26,2,0.076923077
0,110021193,2017,Inverell Region - West,26,0,0
0,403041078,2017,Hackham - Onkaparinga Hills,26,0,0
0,105011096,2017,Walgett - Lightning Ridge,26,0,0
0,102011038,2017,Saratoga - Davistown,26,0,0
0,202011024,2017,Strathfieldsaye,26,0,0
0,603021072,2017,Huonville - Franklin,26,0,0
0,310021278,2017,Esk,26,0,0
0,801091104,2017,Isaacs,26,0,0
0,201011001,2017,Alfredton,26,0,0
0,801091105,2017,Lyons (ACT),26,0,0
0,509031246,2017,Brookton,26,0,0
0,602021053,2017,Beauty Point - Beaconsfield,26,0,0
0,303021054,2017,Fairfield - Dutton Park,26,2,0.076923077
0,402021034,2017,Smithfield - Elizabeth North,26,3,0.115384615
0,501031017,2017,Bridgetown - Boyup Brook,26,0,0
0,312021342,2017,Andergrove - Beaconsfield,26,0,0
0,801071079,2017,Gowrie (ACT),26,0,0
0,110031198,2017,Narrabri Region,26,0,0
0,127021514,2017,Edensor Park,26,2,0.076923077
0,508041205,2017,Broome,26,0,0
0,407011144,2017,Goolwa - Port Elliot,26,0,0
0,106011113,2017,Singleton Region,26,0,0
0,801011023,2017,Page,26,0,0
0,405011110,2017,Barossa - Angaston,26,0,0
0,215011394,2017,Yarriambiack,26,0,0
0,318021481,2017,Kirwan - East,26,0,0
0,205021085,2017,Orbost,26,0,0
0,105031099,2017,Coonabarabran,26,0,0
0,127021509,2017,Bonnyrigg Heights - Bonnyrigg,25,0,0
0,102021056,2017,Warnervale - Wadalba,25,0,0
0,111031226,2017,Maryland - Fletcher - Minmi,25,0,0
0,303051074,2017,Pallara - Willawong,25,0,0
0,108041165,2017,Port Macquarie Region,25,0,0
0,106031120,2017,Lemon Tree Passage - Tanilba Bay,25,0,0
0,313021366,2017,Caboolture - South,25,0,0
0,110021194,2017,Tenterfield,25,0,0
0,801091106,2017,Mawson,25,0,0
0,801081098,2017,Weston,25,1,0.04
0,501021015,2017,Koombana,25,0,0
0,205031087,2017,Foster,25,0,0
0,204011059,2017,Seymour,25,0,0
0,402051049,2017,Golden Grove,25,0,0
0,119031373,2017,Riverwood,25,0,0
0,801011008,2017,Florey,25,0,0
0,318011461,2017,Burdekin,25,0,0
0,214011376,2017,Skye - Sandhurst,25,0,0
0,318021478,2017,Hermit Park - Rosslea,25,0,0
0,405021116,2017,Clare,25,0,0
0,204011055,2017,Euroa,25,0,0
0,204031069,2017,Bright - Mount Beauty,25,0,0
0,505031102,2017,Girrawheen,25,0,0
0,801081094,2017,Holder,25,0,0
0,405011111,2017,Light,25,0,0
0,315011400,2017,Tablelands,25,0,0
0,308031215,2017,Parkhurst - Kawana,25,0,0
0,319031511,2017,Cooloola,25,0,0
0,312021356,2017,South Mackay,25,0,0
0,801091109,2017,Phillip,25,0,0
0,508061220,2017,Karratha,25,0,0
0,301011005,2017,Thorneside,24,0,0
0,306041164,2017,Daintree,24,0,0
0,101041019,2017,Bega - Tathra,24,0,0
0,318021472,2017,Cranbrook,24,0,0
0,113031266,2017,Temora,24,0,0
0,101041020,2017,Bega-Eden Hinterland,24,0,0
0,303011048,2017,Cannon Hill,24,0,0
0,201021012,2017,Gordon (Vic.),24,0,0
0,102011037,2017,Point Clare - Koolewong,24,0,0
0,307011176,2017,Roma,24,0,0
0,114011281,2017,Tomerong - Wandandian - Woollamia,24,0,0
0,209031210,2017,Hurstbridge,24,0,0
0,307031184,2017,Clifton - Greenmount,24,0,0
0,801011007,2017,Evatt,24,0,0
0,801051057,2017,Lyneham,24,0,0
0,603031074,2017,Triabunna - Bicheno,24,0,0
0,801091103,2017,Hughes,24,0,0
0,306021149,2017,Kanimbla - Mooroobool,24,0,0
0,401061020,2017,Nailsworth - Broadview,24,0,0
0,123031448,2017,The Oaks - Oakdale,24,0,0
0,101011005,2017,Young,24,1,0.041666667
0,801091110,2017,Torrens,24,0,0
0,204011057,2017,Mansfield (Vic.),24,0,0
0,307011173,2017,Goondiwindi,24,0,0
0,103031074,2017,Mudgee Region - West,24,0,0
0,604011084,2017,Wynyard,24,0,0
0,319011502,2017,Walkervale - Avenell Heights,23,0,0
0,801041048,2017,Palmerston,23,0,0
0,302041045,2017,Taigum - Fitzgibbon,23,0,0
0,312031361,2017,Proserpine,23,0,0
0,405041127,2017,Yorke Peninsula - North,23,0,0
0,602011047,2017,South Launceston,23,0,0
0,401021008,2017,Mount Barker Region,23,0,0
0,308021204,2017,West Gladstone,23,0,0
0,304011083,2017,Riverhills,23,1,0.043478261
0,319011499,2017,Bundaberg Region - South,23,0,0
0,504031067,2017,Stratton - Jane Brook,23,0,0
0,112021245,2017,Casino Region,23,0,0
0,501021013,2017,Gelorup - Dalyellup - Stratham,23,0,0
0,307021182,2017,Pittsworth,23,0,0
0,318011460,2017,Ayr,23,0,0
0,701021013,2017,Brinkin - Nakara,23,0,0
0,801081097,2017,Waramanga,23,0,0
0,311051323,2017,Bethania - Waterford,23,0,0
0,106021114,2017,Maitland,23,0,0
0,308031205,2017,Berserker,23,0,0
0,313031371,2017,Woodford - D'Aguilar,23,0,0
0,319011500,2017,Millbank - Avoca,23,0,0
0,109031180,2017,Corowa,23,0,0
0,304031095,2017,Sherwood,23,0,0
0,509031250,2017,Wagin,23,0,0
0,505031101,2017,Clarkson,23,0,0
0,318021489,2017,Townsville - South,23,0,0
0,319051526,2017,Tinana,23,0,0
0,405011112,2017,Lyndoch,23,0,0
0,801011019,2017,Macgregor (ACT),22,0,0
0,602011042,2017,Newstead,22,0,0
0,110041199,2017,Gunnedah,22,0,0
0,313021364,2017,Burpengary - East,22,0,0
0,213051369,2017,Wyndham Vale,22,0,0
0,801041046,2017,Ngunnawal,22,0,0
0,319021509,2017,Nanango,22,0,0
0,603021069,2017,Bruny Island - Kettering,22,0,0
0,106011110,2017,Dungog,22,0,0
0,304011085,2017,Westlake,22,0,0
0,506011117,2017,Seville Grove,22,0,0
0,107031136,2017,Albion Park - Macquarie Pass,22,0,0
0,205031089,2017,Korumburra,22,0,0
0,404031109,2017,West Beach,22,7,0.318181818
0,114021288,2017,Robertson - Fitzroy Falls,22,0,0
0,509011229,2017,Gnowangerup,22,0,0
0,508051211,2017,Geraldton - East,22,0,0
0,215031400,2017,Buloke,22,0,0
0,401021005,2017,Hahndorf - Echunga,22,3,0.136363636
0,310031292,2017,North Ipswich - Tivoli,22,0,0
0,316061441,2017,Glass House Mountains,22,0,0
0,108021159,2017,Nambucca Heads Region,22,0,0
0,108021158,2017,Nambucca Heads,22,0,0
0,313031370,2017,Kilcoy,22,0,0
0,402041043,2017,Parafield Gardens,22,0,0
0,110031196,2017,Moree Region,22,0,0
0,202031033,2017,Loddon,22,0,0
0,309071257,2017,Pimpama,22,0,0
0,205031091,2017,Phillip Island,22,0,0
0,509021238,2017,Dowerin,22,0,0
0,111011210,2017,Mount Hutton - Windale,22,0,0
0,508051212,2017,Geraldton - North,22,0,0
0,403041073,2017,Christie Downs,22,0,0
0,117011320,2017,Banksmeadow,22,0,0
0,103031073,2017,Mudgee Region - East,22,0,0
0,311031317,2017,Marsden,22,0,0
0,507051187,2017,Port Kennedy,21,0,0
0,308031219,2017,Rockhampton Region - North,21,2,0.095238095
0,507011163,2017,Yangebup,21,0,0
0,102021051,2017,Ourimbah - Fountaindale,21,0,0
0,601031018,2017,Montrose - Rosetta,21,0,0
0,319021506,2017,Kingaroy Region - North,21,0,0
0,318021471,2017,Condon - Rasmussen,21,0,0
0,701011008,2017,Stuart Park,21,0,0
0,306011140,2017,Freshwater - Stratford,21,0,0
0,504031058,2017,Bullsbrook,21,0,0
0,316041430,2017,Diddillibah - Rosemount,21,0,0
0,308021193,2017,Agnes Water - Miriam Vale,21,0,0
0,212041318,2017,Springvale South,21,0,0
0,112021247,2017,Kyogle,21,0,0
0,509011232,2017,Little Grove - Elleker,21,0,0
0,307021179,2017,Crows Nest - Rosalie,21,0,0
0,303011050,2017,Carina Heights,21,0,0
0,801051056,2017,Hackett,21,0,0
0,310041299,2017,Collingwood Park - Redbank,21,0,0
0,801091099,2017,Chifley,21,0,0
0,318021480,2017,Kelso,21,0,0
0,305031123,2017,Grange,21,0,0
0,307031187,2017,Stanthorpe,21,0,0
0,113031263,2017,Cootamundra,21,0,0
0,203031052,2017,Queenscliff,21,0,0
0,302021029,2017,Chermside West,21,0,0
0,101011006,2017,Young Region,21,0,0
0,601031014,2017,Berriedale - Chigwell,21,0,0
0,306021151,2017,Manoora,21,0,0
0,701021012,2017,Berrimah,20,1,0.05
0,505011076,2017,Iluka - Burns Beach,20,0,0
0,104021086,2017,Coramba - Nana Glen - Bucca,20,0,0
0,402051050,2017,Greenwith,20,0,0
0,304041104,2017,Upper Kedron - Ferny Grove,20,0,0
0,314011385,2017,Eatons Hill,20,0,0
0,509021241,2017,Moora,20,0,0
0,313021367,2017,Elimbah,20,0,0
0,127021520,2017,St Johns Park - Wakeley,20,0,0
0,801051051,2017,Braddon,20,0,0
0,306051168,2017,Kuranda,20,0,0
0,319041516,2017,Booral - River Heads,20,0,0
0,801071076,2017,Fadden,20,0,0
0,604011082,2017,Ulverstone,20,0,0
0,201011006,2017,Delacombe,20,0,0
0,114011280,2017,Sussex Inlet - Berrara,20,1,0.05
0,202031032,2017,Bendigo Region - North,20,0,0
0,203031051,2017,Portarlington,20,0,0
0,801081095,2017,Rivett,20,0,0
0,318021479,2017,Hyde Park - Pimlico,20,0,0
0,216021411,2017,Cobram,20,0,0
0,319051525,2017,Maryborough Region - South,20,0,0
0,801011015,2017,Holt,20,0,0
0,801071072,2017,Bonython,20,0,0
0,801091101,2017,Farrer,20,0,0
0,104021090,2017,Urunga,20,0,0
0,202011025,2017,White Hills - Ascot,20,0,0
0,403041076,2017,Coromandel Valley,20,0,0
0,404031105,2017,Fulham,20,0,0
0,312021355,2017,Slade Point,20,0,0
0,310031289,2017,Karalee - Barellan Point,20,0,0
0,318011462,2017,Charters Towers,20,0,0
0,111031232,2017,Stockton - Fullerton Cove,20,0,0
0,604021091,2017,Sheffield - Railton,20,0,0
0,801011021,2017,McKellar,20,0,0
0,109031183,2017,Deniliquin Region,20,0,0
0,116031313,2017,Bidwill - Hebersham - Emerton,19,0,0
0,212031301,2017,Cranbourne East,19,0,0
0,602011049,2017,Trevallyn,19,0,0
0,501021016,2017,Waroona,19,0,0
0,108011154,2017,Tuncurry,19,0,0
0,801041047,2017,Nicholls,19,0,0
0,210021234,2017,Riddells Creek,19,0,0
0,210051247,2017,Meadow Heights,19,0,0
0,216031415,2017,Mooroopna,19,0,0
0,308021200,2017,Gladstone Hinterland,19,0,0
0,506061144,2017,Serpentine - Jarrahdale,19,0,0
0,215021399,2017,Red Cliffs,19,0,0
0,201031017,2017,Maryborough Region,19,0,0
0,801011026,2017,Weetangera,19,0,0
0,509021244,2017,Toodyay,19,0,0
0,602031062,2017,Perth - Evandale,19,0,0
0,801011020,2017,Macquarie,19,0,0
0,307031188,2017,Stanthorpe Region,19,0,0
0,215011390,2017,Nhill Region,19,0,0
0,111011211,2017,Redhead,19,0,0
0,302031036,2017,Brisbane Airport,19,14,0.736842105
0,602011037,2017,Kings Meadows - Punchbowl,19,0,0
0,801071074,2017,Chisholm,19,0,0
0,104021087,2017,Dorrigo,19,0,0
0,112011241,2017,Evans Head,19,2,0.105263158
0,402021032,2017,Munno Para West - Angle Vale,19,0,0
0,216031419,2017,Shepparton Region - West,19,0,0
0,604011077,2017,Burnie - Wivenhoe,19,0,0
0,201021009,2017,Bacchus Marsh Region,19,0,0
0,106031123,2017,Seaham - Woodville,19,0,0
0,103021069,2017,West Wyalong,19,0,0
0,105031105,2017,Narromine,18,0,0
0,507041183,2017,Willagee,18,0,0
0,110041202,2017,Tamworth - East,18,0,0
0,402021035,2017,Virginia - Waterloo Corner,18,0,0
0,216031418,2017,Shepparton Region - East,18,0,0
0,319021504,2017,Gin Gin,18,0,0
0,601021006,2017,Geilston Bay - Risdon,18,0,0
0,209041216,2017,Bundoora - North,18,2,0.111111111
0,407021157,2017,Tatiara,18,0,0
0,206041127,2017,West Melbourne,18,0,0
0,105031104,2017,Gilgandra,18,0,0
0,405031122,2017,Port Pirie,18,0,0
0,103011061,2017,Oberon,18,0,0
0,604011083,2017,West Ulverstone,18,0,0
0,114011276,2017,Huskisson - Vincentia,18,0,0
0,307011171,2017,Balonne,18,0,0
0,106041128,2017,Scone,18,0,0
0,319041517,2017,Craignish - Dundowran Beach,18,0,0
0,407011149,2017,Yankalilla,18,0,0
0,801011010,2017,Fraser,18,0,0
0,217021427,2017,Corangamite - North,18,0,0
0,306011138,2017,Brinsmead,18,0,0
0,602031058,2017,Dilston - Lilydale,18,0,0
0,602011052,2017,Youngtown - Relbia,18,0,0
0,604021088,2017,Miandetta - Don,18,0,0
0,105011092,2017,Bourke - Brewarrina,18,0,0
0,110011188,2017,Armidale Region - South,17,0,0
0,308031213,2017,Norman Gardens,17,0,0
